!TRNS	TRNSID	TRNSTYPE	DATE	ACCNT	NAME	AMOUNT	DOCNUM	MEMO	NAMEISTAXABLE	ADDR1	ADDR2	ADDR3	ADDR4	DUEDATE	TERMS	PAID
!SPL	SPLID	TRNSTYPE	DATE	ACCNT	NAME	AMOUNT	DOCNUM	MEMO	PRICE	INVITEM	PAYMETH	TAXABLE	VALADJ	TAXCODE	TAXAMOUNT	TAXITEM
!ENDTRNS																
SPL	2777	TAX INVOICE	02/28/13	Conferencing		-137.05			137.05	Conferencing		Y		GST	-13.71	GST
SPL	2778	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2780	TAX INVOICE	02/28/13	Accounts Receivable	"Streamgate Pty Ltd"	0.00	9900709022813	9900709						03/28/13		
SPL	2781	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2782	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2784	TAX INVOICE	02/28/13	Accounts Receivable	"University of South Australia (UniSA)"	165.76	9900710022813	9900710						03/28/13		
SPL	2785	TAX INVOICE	02/28/13	Conferencing		-51.69			51.69	Conferencing		Y		GST	-5.17	GST
SPL	2786	TAX INVOICE	02/28/13	Other Income		-99.00			99.00	Other Income		Y		GST	-9.90	GST
ENDTRNS																
TRNS	2788	TAX INVOICE	02/28/13	Accounts Receivable	"AutoCRC"	0.00	9900711022813	9900711						03/28/13		
SPL	2789	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2790	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2792	TAX INVOICE	02/28/13	Accounts Receivable	"Primary Ethics"	0.00	9900712022813	9900712						03/28/13		
SPL	2793	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2794	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2796	TAX INVOICE	02/28/13	Accounts Receivable	"Uniting Church SA"	200.67	9900713022813	9900713						03/28/13		
SPL	2797	TAX INVOICE	02/28/13	Conferencing		-182.43			182.43	Conferencing		Y		GST	-18.24	GST
SPL	2798	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2800	TAX INVOICE	02/28/13	Accounts Receivable	"Delany Wright Pty Ltd"	0.00	9900714022813	9900714						03/28/13		
SPL	2801	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2802	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2804	TAX INVOICE	02/28/13	Accounts Receivable	"Christian Surfers Australia"	67.63	9900715022813	9900715						03/28/13		
SPL	2805	TAX INVOICE	02/28/13	Conferencing		-61.48			61.48	Conferencing		Y		GST	-6.15	GST
SPL	2806	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2808	TAX INVOICE	02/28/13	Accounts Receivable	"Altis Architecture"	0.31	9900716022813	9900716						03/28/13		
SPL	2809	TAX INVOICE	02/28/13	Conferencing		-0.28			0.28	Conferencing		Y		GST	-0.03	GST
SPL	2810	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2812	TAX INVOICE	02/28/13	Accounts Receivable	"Stroke 2012 "	0.00	9900717022813	9900717						03/28/13		
SPL	2813	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2814	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2816	TAX INVOICE	02/28/13	Accounts Receivable	"ANZAOMS 2012 "	0.00	9900718022813	9900718						03/28/13		
SPL	2817	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2818	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2820	TAX INVOICE	02/28/13	Accounts Receivable	"ICVT 2013 "	101.71	9900719022813	9900719						03/28/13		
SPL	2821	TAX INVOICE	02/28/13	Conferencing		-92.46			92.46	Conferencing		Y		GST	-9.25	GST
SPL	2822	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2824	TAX INVOICE	02/28/13	Accounts Receivable	"Baptist Churches of South Australia Inc."	0.00	9900720022813	9900720						03/28/13		
SPL	2825	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2826	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2828	TAX INVOICE	02/28/13	Accounts Receivable	"NSW Teachers Federation"	0.00	9900721022813	9900721						03/28/13		
SPL	2829	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2830	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2832	TAX INVOICE	02/28/13	Accounts Receivable	"Women in Banking & Finance"	0.00	9900722022813	9900722						03/28/13		
SPL	2833	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2834	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2836	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Community Support Organisation"	0.00	9900723022813	9900723						03/28/13		
SPL	2837	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2838	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2840	TAX INVOICE	02/28/13	Accounts Receivable	"Capability Building Incorporated"	0.00	9900724022813	9900724						03/28/13		
SPL	2841	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2842	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2844	TAX INVOICE	02/28/13	Accounts Receivable	"Ramosaic"	0.00	9900725022813	9900725						03/28/13		
SPL	2845	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2846	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2848	TAX INVOICE	02/28/13	Accounts Receivable	"Chiropractors Association Of Australia (V"	134.41	9900726022813	9900726						03/28/13		
SPL	2849	TAX INVOICE	02/28/13	Conferencing		-107.19			107.19	Conferencing		Y		GST	-10.72	GST
SPL	2850	TAX INVOICE	02/28/13	Other Income		-15.00			15.00	Other Income		Y		GST	-1.50	GST
ENDTRNS																
TRNS	2852	TAX INVOICE	02/28/13	Accounts Receivable	"The Foundation for Young Australians"	716.51	9900727022813	9900727						03/28/13		
SPL	2853	TAX INVOICE	02/28/13	Conferencing		-651.37			651.37	Conferencing		Y		GST	-65.14	GST
SPL	2854	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2856	TAX INVOICE	02/28/13	Accounts Receivable	"ACHPER WA Branch Inc"	0.00	9900728022813	9900728						03/28/13		
SPL	2857	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2858	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2860	TAX INVOICE	02/28/13	Accounts Receivable	"ASID Queensland"	0.00	9900729022813	9900729						03/28/13		
SPL	2861	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2862	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2864	TAX INVOICE	02/28/13	Accounts Receivable	"VTIC C/- VECCI"	250.92	9900730022813	9900730						03/28/13		
SPL	2865	TAX INVOICE	02/28/13	Conferencing		-228.11			228.11	Conferencing		Y		GST	-22.81	GST
SPL	2866	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2868	TAX INVOICE	02/28/13	Accounts Receivable	"DO NOT USE"	0.00	9900731022813	9900731						03/28/13		
SPL	2869	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2870	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2872	TAX INVOICE	02/28/13	Accounts Receivable	"The New Zealand Home - Closed Account"	0.00	9900732022813	9900732						03/28/13		
SPL	2873	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2874	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2876	TAX INVOICE	02/28/13	Accounts Receivable	"UN Women Australia"	88.39	9900733022813	9900733						03/28/13		
SPL	2877	TAX INVOICE	02/28/13	Conferencing		-80.35			80.35	Conferencing		Y		GST	-8.04	GST
SPL	2878	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2880	TAX INVOICE	02/28/13	Accounts Receivable	"ECH Inc - Rob Hankins"	0.00	9900734022813	9900734						03/28/13		
SPL	2881	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2882	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2884	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Community Services Employers A"	0.00	9900735022813	9900735						03/28/13		
SPL	2885	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2886	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2888	TAX INVOICE	02/28/13	Accounts Receivable	"ANGLICARE "	189.51	9900738022813	9900738						03/28/13		
SPL	2889	TAX INVOICE	02/28/13	Conferencing		-172.28			172.28	Conferencing		Y		GST	-17.23	GST
SPL	2890	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2892	TAX INVOICE	02/28/13	Accounts Receivable	"The Israel Trust of the Anglican Church"	0.00	9900740022813	9900740						03/28/13		
SPL	2893	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2894	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2896	TAX INVOICE	02/28/13	Accounts Receivable	"Blue Reef Enterprises"	0.00	9900741022813	9900741						03/28/13		
SPL	2897	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2898	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2900	TAX INVOICE	02/28/13	Accounts Receivable	"Class - Community Living & Support Servic"	0.00	9900742022813	9900742						03/28/13		
SPL	2901	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2902	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2904	TAX INVOICE	02/28/13	Accounts Receivable	"South West WA Medical Local"	202.98	9900743022813	9900743						03/28/13		
SPL	2905	TAX INVOICE	02/28/13	Conferencing		-184.53			184.53	Conferencing		Y		GST	-18.45	GST
SPL	2906	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2908	TAX INVOICE	02/28/13	Accounts Receivable	"ACHPER National"	252.64	9900744022813	9900744						03/28/13		
SPL	2909	TAX INVOICE	02/28/13	Conferencing		-229.67			229.67	Conferencing		Y		GST	-22.97	GST
SPL	2910	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2912	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Institute of Quantity Surveyor"	0.00	9900745022813	9900745						03/28/13		
SPL	2913	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2914	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2916	TAX INVOICE	02/28/13	Accounts Receivable	"Autism Advisor Program"	0.00	9900746022813	9900746						03/28/13		
SPL	2917	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2918	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2920	TAX INVOICE	02/28/13	Accounts Receivable	"Meetings and Events Australia"	306.82	9900747022813	9900747						03/28/13		
SPL	2921	TAX INVOICE	02/28/13	Conferencing		-278.93			278.93	Conferencing		Y		GST	-27.89	GST
SPL	2922	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2924	TAX INVOICE	02/28/13	Accounts Receivable	"ACSIS LTD"	0.00	9900748022813	9900748						03/28/13		
SPL	2925	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2926	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2928	TAX INVOICE	02/28/13	Accounts Receivable	"Wellbusiness"	0.00	9900749022813	9900749						03/28/13		
SPL	2929	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2930	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2932	TAX INVOICE	02/28/13	Accounts Receivable	"Stride Foundation"	0.00	9900750022813	9900750						03/28/13		
SPL	2933	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2934	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2936	TAX INVOICE	02/28/13	Accounts Receivable	"- Redback Internal Use"	0.00	9900751022813	9900751						03/28/13		
SPL	2937	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2938	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2940	TAX INVOICE	02/28/13	Accounts Receivable	"Green Building Council Australia"	1409.60	9900752022813	9900752						03/28/13		
SPL	2941	TAX INVOICE	02/28/13	Conferencing		-1281.45			1281.45	Conferencing		Y		GST	-128.15	GST
SPL	2942	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2944	TAX INVOICE	02/28/13	Accounts Receivable	"Institute of Public Works Engineering Aus"	31.38	9900753022813	9900753						03/28/13		
SPL	2945	TAX INVOICE	02/28/13	Conferencing		-28.53			28.53	Conferencing		Y		GST	-2.85	GST
SPL	2946	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2948	TAX INVOICE	02/28/13	Accounts Receivable	"Kinetic Group"	0.00	9900754022813	9900754						03/28/13		
SPL	2949	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2950	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2952	TAX INVOICE	02/28/13	Accounts Receivable	"Test company 2"	0.00	9900755022813	9900755						03/28/13		
SPL	2953	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2954	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2956	TAX INVOICE	02/28/13	Accounts Receivable	"Susan Bell Research"	0.00	9900756022813	9900756						03/28/13		
SPL	2957	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2958	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2960	TAX INVOICE	02/28/13	Accounts Receivable	"DisneyLand"	0.00	9900757022813	9900757						03/28/13		
SPL	2961	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2962	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2964	TAX INVOICE	02/28/13	Accounts Receivable	"Cricket Australia"	0.00	9900758022813	9900758						03/28/13		
SPL	2965	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2966	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2968	TAX INVOICE	02/28/13	Accounts Receivable	"Association of Building Sustainability As"	0.00	9900759022813	9900759						03/28/13		
SPL	2969	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2970	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2972	TAX INVOICE	02/28/13	Accounts Receivable	"Camp Quality"	0.00	9900760022813	9900760						03/28/13		
SPL	2973	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2974	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2976	TAX INVOICE	02/28/13	Accounts Receivable	"Anex"	105.67	9900761022813	9900761						03/28/13		
SPL	2977	TAX INVOICE	02/28/13	Conferencing		-96.06			96.06	Conferencing		Y		GST	-9.61	GST
SPL	2978	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2980	TAX INVOICE	02/28/13	Accounts Receivable	"Hands For Hope"	0.00	9900762022813	9900762						03/28/13		
SPL	2981	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2982	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2984	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Technology Network"	0.00	9900763022813	9900763						03/28/13		
SPL	2985	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2986	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2988	TAX INVOICE	02/28/13	Accounts Receivable	"Fairfax Regional Online"	0.00	9900764022813	9900764						03/28/13		
SPL	2989	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	2990	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2992	TAX INVOICE	02/28/13	Accounts Receivable	"Multicultural Disability Advocacy Associa"	9.53	9900765022813	9900765						03/28/13		
SPL	2993	TAX INVOICE	02/28/13	Conferencing		-8.66			8.66	Conferencing		Y		GST	-0.87	GST
SPL	2994	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	2996	TAX INVOICE	02/28/13	Accounts Receivable	"Institute of Surveyors NSW Inc"	144.44	9900766022813	9900766						03/28/13		
SPL	2997	TAX INVOICE	02/28/13	Conferencing		-131.31			131.31	Conferencing		Y		GST	-13.13	GST
SPL	2998	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3000	TAX INVOICE	02/28/13	Accounts Receivable	"Chiropractic & Osteopathic College of Aus"	441.51	9900767022813	9900767						03/28/13		
SPL	3001	TAX INVOICE	02/28/13	Conferencing		-401.37			401.37	Conferencing		Y		GST	-40.14	GST
SPL	3002	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3004	TAX INVOICE	02/28/13	Accounts Receivable	"DisneyTest"	0.00	9900768022813	9900768						03/28/13		
SPL	3005	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3006	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3008	TAX INVOICE	02/28/13	Accounts Receivable	"Cancer Society of NZ  -Closed Account"	0.00	9900769022813	9900769						03/28/13		
SPL	3009	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3010	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3012	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Injecting & Illicit Drug Users"	0.00	9900770022813	9900770						03/28/13		
SPL	3013	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3014	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3016	TAX INVOICE	02/28/13	Accounts Receivable	"ANZASW - Closed Account 1"	0.00	9900772022813	9900772						03/28/13		
SPL	3017	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3018	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3020	TAX INVOICE	02/28/13	Accounts Receivable	"Optometrists Association Victoria"	0.00	9900773022813	9900773						03/28/13		
SPL	3021	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3022	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3024	TAX INVOICE	02/28/13	Accounts Receivable	"Argyle Community Housing Ltd"	309.00	9900774022813	9900774						03/28/13		
SPL	3025	TAX INVOICE	02/28/13	Conferencing		-280.91			280.91	Conferencing		Y		GST	-28.09	GST
SPL	3026	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3028	TAX INVOICE	02/28/13	Accounts Receivable	"PINNACLE Business Solutions Pty Ltd"	0.00	9900775022813	9900775						03/28/13		
SPL	3029	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3030	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3032	TAX INVOICE	02/28/13	Accounts Receivable	"Uniquest pty ltd - DO NOT USE"	0.00	9900776022813	9900776						03/28/13		
SPL	3033	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3034	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3036	TAX INVOICE	02/28/13	Accounts Receivable	"SureBooks Pty Ltd"	0.00	9900777022813	9900777						03/28/13		
SPL	3037	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3038	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3040	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Institute of Project Managemen"	1688.93	9900778022813	9900778						03/28/13		
SPL	3041	TAX INVOICE	02/28/13	Conferencing		-1535.39			1535.39	Conferencing		Y		GST	-153.54	GST
SPL	3042	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3044	TAX INVOICE	02/28/13	Accounts Receivable	"Network PR- Closed Account"	0.00	9900779022813	9900779						03/28/13		
SPL	3045	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3046	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3048	TAX INVOICE	02/28/13	Accounts Receivable	"Rae and Partners Pty"	0.00	9900780022813	9900780						03/28/13		
SPL	3049	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3050	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3052	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Medical Association Queensland"	384.69	9900781022813	9900781						03/28/13		
SPL	3053	TAX INVOICE	02/28/13	Conferencing		-349.72			349.72	Conferencing		Y		GST	-34.97	GST
SPL	3054	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3056	TAX INVOICE	02/28/13	Accounts Receivable	"Athletics Australia"	0.00	9900782022813	9900782						03/28/13		
SPL	3057	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3058	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3060	TAX INVOICE	02/28/13	Accounts Receivable	"General Practice South Australia"	162.21	9900783022813	9900783						03/28/13		
SPL	3061	TAX INVOICE	02/28/13	Conferencing		-147.46			147.46	Conferencing		Y		GST	-14.75	GST
SPL	3062	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3064	TAX INVOICE	02/28/13	Accounts Receivable	"Postgraduate Medical Education Council Qu"	0.00	9900784022813	9900784						03/28/13		
SPL	3065	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3066	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3068	TAX INVOICE	02/28/13	Accounts Receivable	"Australian Driver Trainers Association (V"	0.00	9900785022813	9900785						03/28/13		
SPL	3069	TAX INVOICE	02/28/13	Conferencing		0.00			0.00	Conferencing		Y		GST	0.00	GST
SPL	3070	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
TRNS	3072	TAX INVOICE	02/28/13	Accounts Receivable	"Independent Contractors Australia"	167.26	9900786022813	9900786						03/28/13		
SPL	3073	TAX INVOICE	02/28/13	Conferencing		-152.05			152.05	Conferencing		Y		GST	-15.21	GST
SPL	3074	TAX INVOICE	02/28/13	Other Income		0.00			0.00	Other Income		Y		GST	0.00	GST
ENDTRNS																
